YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course
1894-05-01	1	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	1 AM: Port Townsend			48.08	-122.76	
1894-05-01	2	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	3	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	4	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	5	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	6	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	7	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	8	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	9	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
1894-05-01	10	48.08	-122.76					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/18/9192/6919218/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol075/26-159A-bear-vol075_016.jpg				48.08	-122.76	
