YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course
1903-06-16	1	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	Seattle			47.60	-122.36	
1903-06-16	2	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.60	-122.36	
1903-06-16	3	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.60	-122.36	
1903-06-16	4	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.60	-122.36	
1903-06-16	5	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.60	-122.36	
1903-06-16	6	47.60	-122.36			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.60	-122.36	
1903-06-16	7	47.65	-122.46	888		6.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.65	-122.46	v
1903-06-16	8	47.72	-122.45	888		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	"8 AM: Off Port Madison, Puget Sound"			47.72	-122.45	v
1903-06-16	9	47.85	-122.47	888		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				47.85	-122.47	v
1903-06-16	10	48.03	-122.63	888		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/9192/6919235/content/arcmedia/dc-metro/rg-026/585454-noaa/bear/vol088/26-159A-bear-vol088_021.jpg				48.03	-122.63	v
